id,username,created_at,lng,lat,text
1519012241894346752,camcavers,Tue Apr 26 17:55:15 +0000 2022,-123.123581,49.257639,@JasnTru There was a great tutorial from a knife maker in Nara I followed and got great results. I really need to p… https://t.co/ZHIMxuFj2L
1519012242427047936,kyledizon1333,Tue Apr 26 17:55:15 +0000 2022,-118.4119065,34.0207895,Why do people make their problems their identity?
1519012243324645378,LilikoiJones,Tue Apr 26 17:55:15 +0000 2022,-157.799589,21.3199435,"True Friends let friends know about ""White Heads"" especially during school years! Look out for your buddy and pop their ""white heads"""
1519012243286990850,CensoredJeff,Tue Apr 26 17:55:15 +0000 2022,-89.2665075,39.7393005,Repeal the 19th.
1519012244524126210,nystern,Tue Apr 26 17:55:15 +0000 2022,-73.27496,40.84631,"Just posted a photo @ Commack, Long Island https://t.co/eneeEzMhrB"
1519012246084542465,BookieKillerKid,Tue Apr 26 17:55:16 +0000 2022,-82.063185,33.4407175,@TickPailor Perfect storm
1519012246461943808,SunPtothe,Tue Apr 26 17:55:16 +0000 2022,-118.4119065,34.0207895,@atypicalauditor The man was a gentle giant and based AF. Body Mind Spirit muy fuerte!! 💪🏻 🇺🇸
1519012245832978434,wesblairbrown,Tue Apr 26 17:55:15 +0000 2022,-79.2725695,43.629311,"2022 Fort Erie C Isaac Jack will visit San Jose State this weekend. ETSU, St. Peter’s and Drexel have gotten involv… https://t.co/z9e0Ic6ywP"
1519012247271526401,SplodgeNik,Tue Apr 26 17:55:16 +0000 2022,-79.861034,35.1704985,@elvngrl Only when it's not as delicious as I expected it to be.  :D
1519012247292448771,ZekeGary2,Tue Apr 26 17:55:16 +0000 2022,-120.882482,47.273022,Elon Musk sets an example of  courage and how important character is! There is no mountain we can't climb. There… https://t.co/DG2qBAJIf9
1519012248001294337,DJSKYLERGILMORE,Tue Apr 26 17:55:16 +0000 2022,-115.19569,36.11454,The @palms is open !! Come catch me early @shagstoreps and buy some amazing art!! Then 80$-90$ afterhours… https://t.co/rYzY1Cjlpy
1519012248605372419,payton1peterson,Tue Apr 26 17:55:16 +0000 2022,-83.804475,27.698681999999998,Professional at missing work!
1519012248953528320,JenniferVerkui2,Tue Apr 26 17:55:16 +0000 2022,-92.4367735,38.3045585,@BATGUANO4thst I love that! Idk if I’ve ever heard that before
1519012249226170368,ronguerriero,Tue Apr 26 17:55:16 +0000 2022,-71.462185,42.259454500000004,"""Propaganda works best when those who are being manipulated are confident they are acting on their own free will.""JG3R"
1519012249402281986,_mattywood_,Tue Apr 26 17:55:16 +0000 2022,-87.84223700000001,42.1640655,@The_Franchise12 he shall cook
1519012249439850496,dsgolson,Tue Apr 26 17:55:16 +0000 2022,-118.36964499999999,34.0870095,@SCAaronH Because they're cool
1519012250559807488,ChrisSm66320879,Tue Apr 26 17:55:17 +0000 2022,-116.942735,32.882378,@johnrobertsFox @VP @WhiteHouse @JoeBiden Bummer
1519012251851796482,atienoslist,Tue Apr 26 17:55:17 +0000 2022,-83.099288,42.3527865,Tues•DaY   • 🎸 🎸•         .•°          • 🥁🥁🥁🥁🥁 • CapTains and PeNtaGon • 🎷🎷🎷🎷🎷• 🎹🎹🎹🎹🎹 • The aFrican Music Indu… https://t.co/SZ0weGNU2e
1519012253068144649,Nunya31273593,Tue Apr 26 17:55:17 +0000 2022,-85.9785995,35.8305215,"@robreiner Poll, Who cares if meat head leaves?"
1519012252011147264,SCMilitaryDept,Tue Apr 26 17:55:17 +0000 2022,-80.926628,33.6311395,"The SC #NationalGuard conducted a ribbon-cutting ceremony, April 25, for the #SCGuard readiness center in Sumter, S… https://t.co/RHeKO8xS3v"
1519012253890379776,kid_in_kc,Tue Apr 26 17:55:17 +0000 2022,-94.3783325,39.0880045,"Hrmpfh. I've lost around 1200 followers since Twitter started their nonsense. (I'm a nobody, so that's way more tha… https://t.co/uHKcPYsmDa"
1519012254221578240,TommyLambertOKC,Tue Apr 26 17:55:17 +0000 2022,-97.552161,35.4828435,@SaraGonzalesTX Kinda like: https://t.co/fdY7BjYx7K
1519012255333072896,NorthHillsLax,Tue Apr 26 17:55:18 +0000 2022,-80.02511050000001,40.52118900000001,By Monday 5/2!#nhproud #laxflow https://t.co/ZaE616iA3O
1519012255949627392,JoseFifteen,Tue Apr 26 17:55:18 +0000 2022,-98.14361,26.1990825,@Simeon_TTT i can help you get to that point!
